sampleid,sample,reference
ET300,/work/phylo/OxfordNanopore/nextflow/assembly/data/ET300/merged_ET300_barcode95_FAU10290_pass_barcode95_0cf303ee.fastq,/work/phylo/OxfordNanopore/nextflow/assembly/data/ET300/ET300_MT921572_reference_sequence.fasta
